date,city,seasons,temperature_c,rainfall_mm
2024-08-22,Passy,Summer,31.2,0.3
2024-11-27,Passy,Autumn,18.0,0.9
2024-11-16,Observatoire,Autumn,12.6,0.3
2024-11-17,Élysée,Autumn,13.2,0.4
2024-11-25,Gobelins,Autumn,16.4,0.1
2024-12-01,Temple,Winter,8.8,0.2
2024-09-25,Gobelins,Autumn,6.2,2.6
2024-11-24,Louvre,Autumn,16.5,22.5
2024-12-03,Buttes-Montmartre,Winter,5.7,1.0
2024-12-06,Vaugirard,Winter,4.6,3.8
2024-11-28,Popincourt,Autumn,9.0,3.1
2024-11-17,Gobelins,Autumn,12.9,0.3
2024-11-18,Reuilly,Autumn,7.5,0.2
2024-08-08,Vaugirard,Summer,18.4,0.4
2024-10-31,Buttes-Chaumont,Autumn,10.8,0.1
2024-12-03,Buttes-Montmartre,Winter,9.4,9.8
2024-11-03,Popincourt,Autumn,14.5,1.3
2024-08-12,Vaugirard,Summer,26.0,0.1
2024-10-21,Observatoire,Autumn,10.9,1.3
2024-10-31,Vaugirard,Autumn,24.2,0.1
2024-11-22,Ménilmontant,Autumn,7.3,2.2
2024-08-31,Entrepôt,Summer,26.0,0.4
2024-10-28,Observatoire,Autumn,10.9,0.9
2024-12-07,Bourse,Winter,8.5,0.5
2024-11-15,Entrepôt,Autumn,15.9,7.1
2024-08-21,Passy,Summer,25.8,2.0
2024-08-29,Passy,Summer,32.8,1.0
2024-11-12,Buttes-Montmartre,Autumn,13.9,3.5
2024-12-05,Opéra,Winter,3.5,3.1
2024-10-20,Buttes-Chaumont,Autumn,8.9,1.1
2024-11-25,Panthéon,Autumn,8.6,0.2
2024-11-23,Buttes-Montmartre,Autumn,10.3,6.9
2024-11-12,Vaugirard,Autumn,16.1,3.6
2024-10-06,Ménilmontant,Autumn,8.1,1.3
2024-11-11,Buttes-Montmartre,Autumn,12.5,0.9
2024-08-16,Opéra,Summer,20.7,2.9
2024-11-24,Passy,Autumn,15.0,1.0
2024-11-22,Vaugirard,Autumn,14.3,1.4
2024-11-23,Vaugirard,Autumn,14.8,1.0
2024-09-26,Luxembourg,Autumn,11.4,3.8
2024-09-02,Buttes-Montmartre,Autumn,2.6,1.1
2024-09-30,Buttes-Montmartre,Autumn,13.0,4.6
2024-08-02,Opéra,Summer,27.8,4.8
2024-10-02,Popincourt,Autumn,9.2,0.4
2024-10-26,Entrepôt,Autumn,12.1,5.0
2024-11-21,Popincourt,Autumn,10.8,1.9
2024-10-22,Bourse,Autumn,9.7,2.1
2024-11-20,Passy,Autumn,10.3,0.3
2024-12-06,Élysée,Winter,9.7,2.9
2024-11-17,Buttes-Chaumont,Autumn,9.4,0.2
2024-10-22,Panthéon,Autumn,10.6,4.6
2024-12-02,Gobelins,Winter,3.7,1.2
2024-12-02,Batignolles-Monceau,Winter,7.5,0.9
2024-10-06,Bourse,Autumn,12.6,0.7
2024-10-25,Opéra,Autumn,15.3,0.8
2024-11-19,Passy,Autumn,12.1,10.9
2024-12-04,Buttes-Chaumont,Winter,9.0,5.4
2024-11-20,Opéra,Autumn,10.6,6.6
2024-11-21,Ménilmontant,Autumn,4.4,2.1
2024-12-01,Popincourt,Winter,6.9,3.9
2024-08-27,Opéra,Summer,30.0,1.3
2024-09-27,Gobelins,Autumn,17.8,1.2
2024-10-04,Popincourt,Autumn,12.9,0.3
2024-11-15,Vaugirard,Autumn,8.2,0.2
2024-12-01,Luxembourg,Winter,10.4,1.2
2024-11-17,Buttes-Chaumont,Autumn,12.8,2.3
2024-12-03,Passy,Winter,5.0,6.8
2024-12-03,Observatoire,Winter,8.5,1.9
2024-12-01,Observatoire,Winter,9.9,0.1
2024-10-26,Passy,Autumn,11.5,0.6
2024-12-01,Buttes-Chaumont,Winter,2.3,2.8
2024-09-28,Temple,Autumn,14.6,14.6
2024-12-08,Buttes-Montmartre,Winter,10.2,2.0
2024-11-17,Vaugirard,Autumn,11.1,6.2
2024-11-01,Ménilmontant,Autumn,3.9,0.2
2024-11-18,Popincourt,Autumn,15.0,0.0
2024-11-20,Passy,Autumn,13.6,0.2
2024-10-24,Entrepôt,Autumn,8.3,1.9
2024-12-03,Buttes-Montmartre,Winter,0.1,7.6
2024-10-04,Batignolles-Monceau,Autumn,12.1,7.1
2024-10-15,Louvre,Autumn,15.0,1.2
2024-11-30,Opéra,Autumn,4.8,3.9
2024-12-01,Buttes-Chaumont,Winter,11.4,0.9
2024-12-01,Vaugirard,Winter,11.6,4.3
2024-10-09,Hôtel-de-Ville,Autumn,7.1,4.2
2024-10-25,Palais-Bourbon,Autumn,16.1,1.3
2024-11-04,Batignolles-Monceau,Autumn,9.7,0.9
2024-09-06,Panthéon,Autumn,14.9,0.9
2024-12-01,Hôtel-de-Ville,Winter,9.6,0.5
2024-11-08,Buttes-Montmartre,Autumn,19.2,1.8
2024-11-21,Buttes-Montmartre,Autumn,14.8,4.9
2024-08-26,Louvre,Summer,27.8,0.1
2024-11-02,Buttes-Montmartre,Autumn,9.2,0.5
2024-12-04,Bourse,Winter,5.9,7.9
2024-11-17,Bourse,Autumn,15.5,1.7
2024-11-23,Passy,Autumn,12.9,9.6
2024-11-30,Ménilmontant,Autumn,8.5,4.7
2024-12-01,Louvre,Winter,2.8,5.0
2024-12-04,Palais-Bourbon,Winter,6.7,0.0
2024-08-23,Buttes-Montmartre,Summer,26.0,2.6
2024-11-24,Élysée,Autumn,5.9,0.3
2024-12-03,Buttes-Chaumont,Winter,5.4,2.8
2024-11-20,Vaugirard,Autumn,11.3,3.4
2024-12-05,Élysée,Winter,7.8,3.8
2024-11-24,Opéra,Autumn,13.7,6.6
2024-10-20,Entrepôt,Autumn,14.0,6.3
2024-11-28,Opéra,Autumn,14.0,0.4
2024-08-27,Panthéon,Summer,26.9,1.6
2024-10-27,Passy,Autumn,6.0,7.6
2024-12-03,Hôtel-de-Ville,Winter,8.6,1.6
2024-11-28,Popincourt,Autumn,5.0,3.4
2024-11-22,Buttes-Montmartre,Autumn,10.3,9.8
2024-11-20,Popincourt,Autumn,15.9,3.0
2024-10-20,Buttes-Chaumont,Autumn,19.8,0.8
2024-11-19,Batignolles-Monceau,Autumn,13.0,2.8
2024-10-12,Hôtel-de-Ville,Autumn,14.0,0.0
2024-10-20,Luxembourg,Autumn,12.0,0.9
2024-10-16,Panthéon,Autumn,21.1,10.3
2024-08-12,Hôtel-de-Ville,Summer,17.2,0.8
2024-11-22,Passy,Autumn,9.1,2.3
2024-10-29,Louvre,Autumn,11.1,5.8
2024-10-19,Observatoire,Autumn,14.9,3.6
2024-11-23,Vaugirard,Autumn,14.8,2.5
2024-08-17,Élysée,Summer,22.6,1.1
2024-11-30,Passy,Autumn,12.0,3.3
2024-10-20,Passy,Autumn,13.4,4.3
2024-11-18,Luxembourg,Autumn,8.7,2.1
2024-11-17,Ménilmontant,Autumn,9.3,1.7
2024-11-28,Passy,Autumn,8.8,2.1
2024-11-17,Opéra,Autumn,17.1,1.4
2024-11-17,Hôtel-de-Ville,Autumn,12.1,1.4
2024-11-24,Hôtel-de-Ville,Autumn,16.5,1.6
2024-11-03,Buttes-Montmartre,Autumn,16.4,0.2
2024-08-23,Vaugirard,Summer,32.4,3.2
2024-10-17,Entrepôt,Autumn,8.5,1.6
2024-08-19,Observatoire,Summer,28.4,1.0
2024-12-01,Ménilmontant,Winter,2.1,9.8
2024-12-05,Hôtel-de-Ville,Winter,7.6,13.3
2024-11-30,Vaugirard,Autumn,13.1,1.8
2024-11-04,Passy,Autumn,15.4,5.9
2024-11-11,Popincourt,Autumn,11.3,1.9
2024-10-26,Popincourt,Autumn,14.9,5.3
2024-11-03,Observatoire,Autumn,12.4,1.5
2024-11-25,Batignolles-Monceau,Autumn,14.4,0.8
2024-11-23,Popincourt,Autumn,14.4,5.6
2024-11-12,Palais-Bourbon,Autumn,8.4,1.2
2024-11-15,Reuilly,Autumn,17.8,8.8
2024-10-24,Popincourt,Autumn,7.4,0.6
2024-11-01,Hôtel-de-Ville,Autumn,12.7,2.4
2024-11-17,Luxembourg,Autumn,7.5,0.7
2024-08-13,Ménilmontant,Summer,27.7,0.7
2024-10-11,Buttes-Montmartre,Autumn,17.9,0.9
2024-12-01,Popincourt,Winter,7.4,1.1
2024-09-30,Louvre,Autumn,5.4,14.0
2024-10-07,Panthéon,Autumn,8.8,0.3
2024-11-25,Popincourt,Autumn,10.7,11.1
2024-11-24,Passy,Autumn,14.6,0.3
2024-09-23,Hôtel-de-Ville,Autumn,11.4,7.1
2024-10-25,Observatoire,Autumn,13.9,7.9
2024-09-04,Buttes-Montmartre,Autumn,12.6,0.3
2024-12-02,Élysée,Winter,-3.7,2.3
2024-11-22,Buttes-Montmartre,Autumn,4.7,0.6
2024-11-24,Élysée,Autumn,13.2,3.8
2024-12-01,Reuilly,Winter,1.5,1.4
2024-11-25,Hôtel-de-Ville,Autumn,16.3,0.0
2024-11-03,Entrepôt,Autumn,7.4,4.1
2024-10-03,Opéra,Autumn,17.1,1.2
2024-10-04,Popincourt,Autumn,10.1,2.1
2024-11-17,Observatoire,Autumn,15.2,0.5
2024-08-01,Buttes-Chaumont,Summer,30.6,0.1
2024-11-18,Palais-Bourbon,Autumn,13.6,5.6
2024-11-11,Gobelins,Autumn,10.3,0.1
2024-11-28,Ménilmontant,Autumn,9.7,1.6
2024-11-17,Vaugirard,Autumn,16.4,6.8
2024-08-17,Bourse,Summer,36.9,2.5
2024-11-26,Vaugirard,Autumn,11.7,6.7
2024-10-24,Popincourt,Autumn,10.6,3.5
2024-11-25,Ménilmontant,Autumn,12.1,7.5
2024-11-27,Bourse,Autumn,7.5,2.4
2024-12-02,Panthéon,Winter,5.4,2.6
2024-11-03,Popincourt,Autumn,9.9,1.6
2024-11-21,Popincourt,Autumn,2.4,1.4
2024-11-18,Batignolles-Monceau,Autumn,10.7,5.5
2024-09-20,Gobelins,Autumn,6.9,1.2
2024-11-18,Luxembourg,Autumn,11.3,10.8
2024-10-13,Opéra,Autumn,15.8,0.6
2024-10-24,Vaugirard,Autumn,13.3,1.1
2024-11-19,Louvre,Autumn,7.8,0.6
2024-11-11,Reuilly,Autumn,11.7,0.6
2024-10-20,Gobelins,Autumn,13.8,0.3
2024-11-28,Vaugirard,Autumn,17.2,9.6
2024-11-24,Popincourt,Autumn,19.4,2.1
2024-12-01,Buttes-Montmartre,Winter,8.3,2.8
2024-11-20,Panthéon,Autumn,13.0,4.7
2024-12-05,Buttes-Montmartre,Winter,5.5,1.0
2024-11-26,Passy,Autumn,6.3,2.6
2024-12-04,Vaugirard,Winter,4.3,1.2
2024-10-18,Buttes-Montmartre,Autumn,15.5,2.3
2024-10-11,Panthéon,Autumn,15.0,1.7
2024-09-13,Bourse,Autumn,10.1,1.6
2024-11-26,Bourse,Autumn,16.9,0.2
2024-09-21,Entrepôt,Autumn,16.1,6.1
2024-11-29,Batignolles-Monceau,Autumn,5.6,2.8
2024-10-28,Bourse,Autumn,1.4,3.0
2024-10-17,Opéra,Autumn,11.2,8.2
2024-10-13,Buttes-Chaumont,Autumn,8.0,4.9
2024-11-28,Buttes-Montmartre,Autumn,20.3,12.2
2024-10-26,Buttes-Montmartre,Autumn,10.0,0.7
2024-09-12,Entrepôt,Autumn,10.1,2.3
2024-11-28,Batignolles-Monceau,Autumn,11.5,1.7
2024-12-01,Élysée,Winter,3.3,0.3
2024-11-10,Popincourt,Autumn,13.1,3.8
2024-12-01,Passy,Winter,8.0,5.1
2024-11-23,Reuilly,Autumn,10.4,0.5
2024-11-16,Popincourt,Autumn,14.4,3.5
2024-11-16,Temple,Autumn,7.8,0.2
2024-10-31,Hôtel-de-Ville,Autumn,6.7,2.9
2024-08-04,Entrepôt,Summer,24.6,1.0
2024-11-28,Reuilly,Autumn,13.3,2.0
2024-11-17,Hôtel-de-Ville,Autumn,11.1,1.0
2024-10-25,Luxembourg,Autumn,14.4,1.4
2024-11-02,Buttes-Chaumont,Autumn,4.7,5.1
2024-10-25,Buttes-Chaumont,Autumn,11.4,12.0
2024-11-24,Vaugirard,Autumn,10.0,1.3
2024-12-04,Entrepôt,Winter,6.1,1.3
2024-11-16,Palais-Bourbon,Autumn,11.5,3.8
2024-07-25,Temple,Summer,23.5,7.5
2024-10-10,Passy,Autumn,14.7,4.2
2024-09-09,Batignolles-Monceau,Autumn,11.9,3.7
2024-12-01,Passy,Winter,1.4,2.2
2024-11-24,Vaugirard,Autumn,13.1,4.2
2024-10-06,Élysée,Autumn,14.7,2.5
2024-11-24,Passy,Autumn,19.2,0.5
2024-11-04,Vaugirard,Autumn,8.7,0.1
2024-10-02,Vaugirard,Autumn,15.1,7.3
2024-10-10,Opéra,Autumn,9.8,2.0
2024-10-24,Ménilmontant,Autumn,14.2,2.6
2024-11-28,Louvre,Autumn,12.5,7.2
2024-11-16,Louvre,Autumn,5.8,0.3
2024-11-25,Opéra,Autumn,10.4,1.2
2024-12-05,Hôtel-de-Ville,Winter,4.5,7.1
2024-11-20,Palais-Bourbon,Autumn,14.7,1.0
2024-10-01,Batignolles-Monceau,Autumn,16.2,1.6
2024-12-05,Élysée,Winter,3.9,2.2
2024-12-05,Buttes-Montmartre,Winter,10.6,1.5
2024-11-28,Observatoire,Autumn,9.8,6.1
2024-11-29,Batignolles-Monceau,Autumn,12.6,2.7
2024-08-26,Panthéon,Summer,25.4,0.2
2024-10-30,Panthéon,Autumn,11.0,3.2
2024-11-03,Élysée,Autumn,8.2,0.3
2024-11-17,Popincourt,Autumn,8.9,5.0
2024-10-29,Panthéon,Autumn,18.2,3.1
2024-10-20,Popincourt,Autumn,10.0,6.3
2024-10-25,Batignolles-Monceau,Autumn,10.2,7.5
2024-12-04,Buttes-Montmartre,Winter,7.1,9.3
2024-11-24,Opéra,Autumn,5.5,0.8
2024-11-09,Opéra,Autumn,10.3,4.0
2024-12-04,Entrepôt,Winter,6.3,1.5
2024-08-30,Passy,Summer,20.7,0.3
2024-12-08,Opéra,Winter,6.4,7.0
2024-11-16,Passy,Autumn,10.6,1.3
2024-11-21,Vaugirard,Autumn,8.0,1.4
2024-12-02,Luxembourg,Winter,9.8,0.5
2024-10-18,Ménilmontant,Autumn,10.4,0.1
2024-12-02,Reuilly,Winter,5.0,1.3
2024-12-03,Entrepôt,Winter,10.2,1.8
2024-12-06,Entrepôt,Winter,9.1,8.2
2024-11-22,Reuilly,Autumn,8.6,4.5
2024-10-01,Passy,Autumn,15.1,0.4
2024-10-04,Batignolles-Monceau,Autumn,14.1,7.1
2024-08-17,Louvre,Summer,21.3,1.8
2024-09-27,Vaugirard,Autumn,11.0,1.8
2024-09-30,Buttes-Montmartre,Autumn,19.8,0.1
2024-11-19,Gobelins,Autumn,21.1,1.9
2024-11-26,Luxembourg,Autumn,13.8,1.8
2024-11-17,Hôtel-de-Ville,Autumn,12.1,2.1
2024-09-17,Reuilly,Autumn,16.1,2.2
2024-12-01,Popincourt,Winter,4.4,2.4
2024-11-19,Buttes-Chaumont,Autumn,12.3,4.3
2024-08-18,Gobelins,Summer,23.6,1.7
2024-10-27,Buttes-Montmartre,Autumn,13.6,3.3
2024-12-02,Bourse,Winter,3.1,0.6
2024-10-15,Hôtel-de-Ville,Autumn,10.3,1.8
2024-12-03,Panthéon,Winter,1.4,15.7
2024-12-05,Vaugirard,Winter,8.3,4.9
2024-11-01,Ménilmontant,Autumn,20.1,2.0
2024-07-27,Buttes-Montmartre,Summer,21.2,0.9
2024-11-19,Louvre,Autumn,10.0,4.1
2024-11-29,Passy,Autumn,13.9,0.2
2024-10-20,Louvre,Autumn,14.4,2.5
2024-11-10,Observatoire,Autumn,15.9,1.7
2024-11-10,Buttes-Chaumont,Autumn,10.7,0.3
2024-11-24,Ménilmontant,Autumn,10.2,2.7
2024-10-24,Ménilmontant,Autumn,12.5,0.6
2024-11-13,Gobelins,Autumn,7.6,4.6
2024-08-07,Élysée,Summer,21.8,6.4
2024-09-30,Entrepôt,Autumn,8.5,5.2
2024-11-30,Gobelins,Autumn,3.1,1.1
2024-12-02,Buttes-Montmartre,Winter,2.7,4.2
2024-10-08,Louvre,Autumn,13.6,5.4
2024-12-04,Palais-Bourbon,Winter,3.9,1.0
2024-11-23,Temple,Autumn,8.1,0.8
2024-11-22,Vaugirard,Autumn,11.4,2.7
2024-11-30,Hôtel-de-Ville,Autumn,11.4,0.2
2024-11-17,Batignolles-Monceau,Autumn,16.0,6.2
2024-11-13,Temple,Autumn,9.5,2.3
2024-10-20,Passy,Autumn,13.5,0.4
2024-11-24,Élysée,Autumn,5.1,2.9
2024-11-02,Luxembourg,Autumn,10.7,6.1
2024-11-15,Batignolles-Monceau,Autumn,5.8,3.3
2024-10-27,Entrepôt,Autumn,11.0,0.3
2024-10-11,Passy,Autumn,16.9,0.1
2024-11-25,Bourse,Autumn,12.0,4.5
2024-11-10,Reuilly,Autumn,15.9,0.5
2024-10-22,Popincourt,Autumn,13.8,3.3
2024-12-02,Buttes-Montmartre,Winter,3.6,2.8
2024-11-21,Reuilly,Autumn,9.7,0.1
2024-11-10,Buttes-Montmartre,Autumn,17.2,0.3
2024-12-04,Temple,Winter,8.0,5.4
2024-11-26,Popincourt,Autumn,17.0,4.5
2024-11-20,Bourse,Autumn,11.1,5.6
2024-09-29,Buttes-Montmartre,Autumn,10.3,1.9
2024-10-11,Batignolles-Monceau,Autumn,17.3,5.3
2024-11-28,Passy,Autumn,6.7,3.3
2024-11-11,Buttes-Montmartre,Autumn,8.4,6.9
2024-11-14,Gobelins,Autumn,10.9,5.8
2024-12-08,Louvre,Winter,4.2,6.5
2024-11-18,Palais-Bourbon,Autumn,5.8,5.5
2024-12-02,Entrepôt,Winter,7.4,5.6
2024-11-12,Batignolles-Monceau,Autumn,13.2,5.9
2024-10-28,Entrepôt,Autumn,16.3,1.5
2024-12-01,Entrepôt,Winter,7.3,4.3
2024-10-28,Passy,Autumn,11.5,7.4
2024-10-27,Observatoire,Autumn,1.8,1.6
2024-10-22,Élysée,Autumn,11.5,0.1
2024-12-02,Hôtel-de-Ville,Winter,-1.3,0.8
2024-09-29,Buttes-Montmartre,Autumn,5.9,3.8
2024-10-01,Ménilmontant,Autumn,12.8,2.2
2024-09-11,Reuilly,Autumn,6.4,1.8
2024-10-18,Vaugirard,Autumn,13.6,0.2
2024-11-21,Popincourt,Autumn,12.2,1.9
2024-10-24,Buttes-Montmartre,Autumn,9.9,0.7
2024-10-29,Bourse,Autumn,11.7,0.5
2024-12-07,Entrepôt,Winter,3.3,4.7
2024-11-04,Vaugirard,Autumn,12.1,10.0
2024-11-22,Buttes-Chaumont,Autumn,12.8,3.1
2024-11-20,Panthéon,Autumn,21.7,1.5
2024-12-04,Panthéon,Winter,-0.0,2.1
2024-10-10,Panthéon,Autumn,11.4,3.9
2024-11-22,Panthéon,Autumn,20.4,0.3
2024-10-04,Panthéon,Autumn,11.2,1.0
2024-11-02,Panthéon,Autumn,7.7,0.2
2024-11-22,Panthéon,Autumn,13.1,3.0
2024-08-27,Panthéon,Summer,22.5,2.5
2024-11-22,Élysée,Autumn,12.0,0.6
2024-12-02,Opéra,Winter,4.3,0.3
2024-11-20,Passy,Autumn,7.9,7.4
2024-09-08,Élysée,Autumn,11.0,0.5
2024-08-13,Élysée,Summer,26.7,3.5
2024-11-11,Élysée,Autumn,2.6,1.5
2024-09-14,Buttes-Montmartre,Autumn,8.2,2.3
2024-10-26,Opéra,Autumn,4.1,1.8
2024-11-25,Luxembourg,Autumn,13.3,6.4
2024-10-06,Panthéon,Autumn,12.3,1.8
2024-11-21,Buttes-Montmartre,Autumn,13.1,1.6
2024-11-12,Temple,Autumn,14.0,3.5
2024-10-19,Buttes-Montmartre,Autumn,4.2,0.1
2024-11-23,Buttes-Montmartre,Autumn,14.5,1.9
2024-10-07,Buttes-Montmartre,Autumn,9.9,1.7
2024-10-16,Batignolles-Monceau,Autumn,9.2,0.7
2024-12-01,Batignolles-Monceau,Winter,2.1,0.0
2024-12-01,Panthéon,Winter,4.9,0.7
2024-11-22,Popincourt,Autumn,8.2,7.2
2024-12-06,Opéra,Winter,2.6,0.5
2024-08-23,Luxembourg,Summer,30.6,3.6
2024-12-01,Observatoire,Winter,0.7,9.9
2024-11-25,Temple,Autumn,15.6,0.3
2024-10-17,Panthéon,Autumn,13.5,0.9
2024-10-11,Vaugirard,Autumn,9.5,0.6
2024-11-03,Entrepôt,Autumn,14.1,0.6
2024-11-17,Luxembourg,Autumn,17.4,2.3
2024-12-02,Popincourt,Winter,7.3,4.4
2024-11-25,Passy,Autumn,9.6,0.5
2024-09-29,Batignolles-Monceau,Autumn,14.2,1.0
2024-11-24,Vaugirard,Autumn,18.7,2.6
2024-12-01,Temple,Winter,3.4,0.6
2024-10-20,Batignolles-Monceau,Autumn,15.0,0.9
2024-11-22,Passy,Autumn,12.0,3.5
2024-11-17,Vaugirard,Autumn,18.5,6.3
2024-11-24,Vaugirard,Autumn,11.5,6.2
2024-11-29,Élysée,Autumn,10.8,0.0
2024-11-02,Luxembourg,Autumn,11.6,1.8
2024-11-30,Élysée,Autumn,13.9,5.7
2024-11-05,Palais-Bourbon,Autumn,12.7,0.8
2024-10-04,Passy,Autumn,11.9,5.5
2024-12-01,Bourse,Winter,7.8,2.1
2024-11-09,Passy,Autumn,13.2,4.1
2024-11-23,Passy,Autumn,8.4,1.1
2024-11-30,Passy,Autumn,14.4,2.6
2024-10-28,Ménilmontant,Autumn,8.0,0.2
2024-11-23,Popincourt,Autumn,15.3,1.1
2024-11-24,Batignolles-Monceau,Autumn,5.8,6.7
2024-11-02,Ménilmontant,Autumn,9.4,0.1
2024-11-01,Opéra,Autumn,7.8,2.8
2024-11-18,Entrepôt,Autumn,12.7,2.4
2024-09-27,Luxembourg,Autumn,9.2,4.3
2024-08-25,Popincourt,Summer,24.2,0.4
2024-10-18,Entrepôt,Autumn,12.2,2.3
2024-10-20,Luxembourg,Autumn,10.2,7.6
2024-11-24,Buttes-Montmartre,Autumn,8.9,1.1
2024-10-28,Batignolles-Monceau,Autumn,11.9,2.3
2024-10-07,Buttes-Chaumont,Autumn,5.7,2.4
2024-12-01,Batignolles-Monceau,Winter,9.2,3.1
2024-09-09,Batignolles-Monceau,Autumn,16.6,0.9
2024-10-13,Batignolles-Monceau,Autumn,7.0,0.8
2024-09-22,Ménilmontant,Autumn,7.8,0.2
2024-12-02,Entrepôt,Winter,4.2,1.4
2024-12-03,Entrepôt,Winter,1.0,2.4
2024-10-05,Batignolles-Monceau,Autumn,18.3,0.7
2024-11-03,Entrepôt,Autumn,8.9,1.1
2024-12-07,Popincourt,Winter,3.2,6.4
2024-12-02,Ménilmontant,Winter,4.3,0.4
2024-12-06,Batignolles-Monceau,Winter,6.0,7.4
2024-12-05,Batignolles-Monceau,Winter,2.2,6.1
2024-08-11,Buttes-Chaumont,Summer,27.8,1.4
2024-11-03,Entrepôt,Autumn,9.6,2.9
2024-11-23,Élysée,Autumn,6.6,3.3
2024-12-01,Palais-Bourbon,Winter,8.0,0.4
2024-12-01,Buttes-Chaumont,Winter,9.1,3.5
2024-11-03,Buttes-Montmartre,Autumn,9.1,2.0
2024-11-29,Vaugirard,Autumn,3.7,3.2
2024-11-30,Batignolles-Monceau,Autumn,17.2,2.3
2024-11-11,Panthéon,Autumn,16.5,1.0
2024-11-29,Batignolles-Monceau,Autumn,5.2,1.8
2024-11-03,Vaugirard,Autumn,12.0,1.3
2024-11-24,Buttes-Montmartre,Autumn,17.9,3.9
2024-11-24,Vaugirard,Autumn,16.9,0.5
2024-10-11,Hôtel-de-Ville,Autumn,12.3,3.6
2024-11-02,Panthéon,Autumn,5.3,2.9
2024-10-22,Élysée,Autumn,17.3,0.6
2024-11-03,Bourse,Autumn,12.1,5.4
2024-11-18,Vaugirard,Autumn,12.7,4.5
2024-11-21,Temple,Autumn,15.1,2.7
2024-11-21,Buttes-Montmartre,Autumn,11.2,0.9
2024-12-06,Vaugirard,Winter,4.9,4.0
2024-11-17,Buttes-Montmartre,Autumn,12.0,1.2
2024-12-02,Buttes-Montmartre,Winter,2.1,4.2
2024-11-24,Buttes-Montmartre,Autumn,13.4,1.7
2024-11-25,Buttes-Montmartre,Autumn,14.2,4.3
2024-10-22,Ménilmontant,Autumn,13.9,0.7
2024-09-30,Élysée,Autumn,8.2,1.2
2024-12-07,Opéra,Winter,6.5,0.3
2024-11-24,Passy,Autumn,8.8,2.3
2024-11-02,Passy,Autumn,12.2,0.2
2024-11-25,Passy,Autumn,13.4,4.5
2024-12-01,Buttes-Montmartre,Winter,3.8,3.1
2024-12-03,Popincourt,Winter,2.8,3.5
2024-12-03,Opéra,Winter,0.6,14.6
2024-11-29,Popincourt,Autumn,6.3,6.8
2024-12-08,Popincourt,Winter,2.8,5.2
2024-11-21,Temple,Autumn,15.3,5.7
2024-12-04,Observatoire,Winter,8.3,6.3
2024-11-17,Observatoire,Autumn,19.4,1.4
2024-11-22,Vaugirard,Autumn,17.0,3.6
2024-08-31,Observatoire,Summer,23.6,1.1
2024-10-19,Entrepôt,Autumn,11.2,5.0
2024-11-25,Buttes-Montmartre,Autumn,12.4,0.5
2024-10-10,Reuilly,Autumn,17.5,5.5
2024-12-03,Temple,Winter,0.3,1.2
2024-12-01,Popincourt,Winter,5.2,0.1
2024-12-01,Gobelins,Winter,2.9,12.8
2024-11-22,Buttes-Montmartre,Autumn,10.9,3.2
2024-11-10,Vaugirard,Autumn,11.1,9.4
2024-10-22,Louvre,Autumn,13.8,2.5
2024-11-12,Buttes-Montmartre,Autumn,7.1,0.9
2024-12-01,Popincourt,Winter,4.9,1.4
2024-10-27,Entrepôt,Autumn,7.2,7.6
2024-10-20,Temple,Autumn,8.5,1.1
2024-12-03,Élysée,Winter,6.5,0.8
2024-12-01,Vaugirard,Winter,2.0,14.6
2024-09-15,Luxembourg,Autumn,15.9,3.4
2024-11-28,Batignolles-Monceau,Autumn,8.7,1.5
2024-09-19,Batignolles-Monceau,Autumn,12.4,0.6
2024-10-25,Buttes-Montmartre,Autumn,13.9,1.9
2024-11-04,Temple,Autumn,12.4,4.9
2024-10-31,Buttes-Montmartre,Autumn,12.2,11.3
2024-11-23,Vaugirard,Autumn,14.1,3.4
2024-12-01,Opéra,Winter,6.5,3.3
2024-11-27,Buttes-Montmartre,Autumn,11.9,2.9
2024-12-01,Entrepôt,Winter,6.5,3.7
2024-12-01,Buttes-Chaumont,Winter,-1.6,4.5
2024-11-02,Batignolles-Monceau,Autumn,13.5,1.8
2024-08-20,Observatoire,Summer,27.1,1.4
2024-11-27,Élysée,Autumn,12.0,4.5
2024-10-24,Entrepôt,Autumn,9.3,0.4
2024-12-08,Buttes-Montmartre,Winter,4.4,2.7
2024-11-29,Temple,Autumn,12.4,3.3
2024-11-17,Entrepôt,Autumn,11.0,2.6
2024-12-03,Luxembourg,Winter,4.0,2.0
2024-12-02,Batignolles-Monceau,Winter,4.4,2.4
2024-10-29,Bourse,Autumn,9.9,4.2
2024-11-16,Opéra,Autumn,7.8,3.6
2024-11-24,Vaugirard,Autumn,20.9,0.2
2024-12-01,Luxembourg,Winter,2.1,3.6
2024-11-07,Batignolles-Monceau,Autumn,11.4,0.9
2024-12-01,Buttes-Montmartre,Winter,6.1,0.7
2024-12-08,Popincourt,Winter,7.2,0.9
2024-09-09,Ménilmontant,Autumn,6.6,0.9
2024-12-01,Vaugirard,Winter,8.8,1.2
2024-12-05,Ménilmontant,Winter,7.9,0.1
2024-11-12,Hôtel-de-Ville,Autumn,9.3,8.0
2024-10-19,Batignolles-Monceau,Autumn,10.5,1.9
2024-12-01,Palais-Bourbon,Winter,3.3,6.3
2024-12-06,Luxembourg,Winter,4.0,2.8
2024-11-24,Entrepôt,Autumn,11.3,2.3
2024-11-27,Entrepôt,Autumn,8.2,1.0
