event_id,event_name,neighbourhood,start_date,end_date
11223,Conférence,Luxembourg,2023-03-15,2023-03-18
11224,Festival,Batignolles-Monceau,2023-08-03,2023-08-05
11225,Compétition Sportive,Louvre,2023-04-07,2023-04-08
11226,Concert,Louvre,2023-02-04,2023-02-06
11227,Concert,Passy,2023-03-19,2023-03-21
11228,Compétition Sportive,Buttes-Chaumont,2023-12-02,2023-12-06
11229,Compétition Sportive,Gobelins,2023-10-13,2023-10-14
11230,Salon,Reuilly,2023-03-24,2023-03-26
11231,Festival,Observatoire,2023-02-10,2023-02-13
11232,Concert,Élysée,2023-04-12,2023-04-13
11233,Conférence,Vaugirard,2023-06-26,2023-06-27
11234,Concert,Buttes-Chaumont,2023-09-21,2023-09-24
11235,Festival,Popincourt,2023-03-25,2023-03-28
11236,Compétition Sportive,Palais-Bourbon,2023-08-01,2023-08-05
11237,Salon,Reuilly,2023-09-05,2023-09-06
11238,Concert,Panthéon,2023-03-06,2023-03-09
11239,Salon,Batignolles-Monceau,2023-03-26,2023-03-27
11240,Compétition Sportive,Popincourt,2023-05-01,2023-05-02
11241,Festival,Palais-Bourbon,2023-07-22,2023-07-23
11242,Concert,Buttes-Montmartre,2023-05-17,2023-05-18
11243,Festival,Entrepôt,2023-08-29,2023-08-30
11244,Conférence,Passy,2023-04-06,2023-04-10
11245,Festival,Louvre,2023-10-22,2023-10-23
11246,Compétition Sportive,Temple,2023-05-31,2023-06-01
11247,Compétition Sportive,Bourse,2023-06-26,2023-06-30
11248,Conférence,Bourse,2023-07-02,2023-07-05
11249,Festival,Buttes-Chaumont,2023-04-29,2023-05-02
11250,Compétition Sportive,Buttes-Chaumont,2023-12-16,2023-12-20
11251,Compétition Sportive,Panthéon,2023-03-04,2023-03-07
11252,Compétition Sportive,Luxembourg,2023-09-09,2023-09-10
11253,Compétition Sportive,Élysée,2023-12-17,2023-12-20
11254,Salon,Opéra,2023-04-18,2023-04-20
11255,Concert,Reuilly,2023-01-26,2023-01-29
11256,Salon,Luxembourg,2023-06-25,2023-06-29
11257,Compétition Sportive,Buttes-Montmartre,2023-05-10,2023-05-13
11258,Festival,Passy,2023-01-29,2023-02-01
11259,Salon,Passy,2023-06-09,2023-06-13
11260,Conférence,Louvre,2023-04-18,2023-04-22
11261,Concert,Vaugirard,2023-08-31,2023-09-01
11262,Festival,Ménilmontant,2023-09-08,2023-09-12
11263,Salon,Passy,2023-06-15,2023-06-17
11264,Concert,Palais-Bourbon,2023-10-04,2023-10-06
11265,Salon,Entrepôt,2023-10-10,2023-10-14
11266,Conférence,Buttes-Chaumont,2023-08-04,2023-08-06
11267,Compétition Sportive,Temple,2023-02-03,2023-02-04
11268,Conférence,Opéra,2023-10-06,2023-10-10
11269,Compétition Sportive,Temple,2023-09-01,2023-09-04
11270,Concert,Temple,2023-11-30,2023-12-01
11271,Salon,Observatoire,2023-06-16,2023-06-18
11272,Salon,Bourse,2023-03-10,2023-03-11
11273,Conférence,Entrepôt,2023-04-27,2023-04-29
11274,Festival,Hôtel-de-Ville,2023-03-14,2023-03-16
11275,Concert,Luxembourg,2023-10-28,2023-10-30
11276,Compétition Sportive,Vaugirard,2023-11-15,2023-11-16
11277,Concert,Palais-Bourbon,2023-01-08,2023-01-11
11278,Conférence,Vaugirard,2023-10-13,2023-10-16
11279,Salon,Passy,2023-01-12,2023-01-15
11280,Compétition Sportive,Palais-Bourbon,2023-10-03,2023-10-06
11281,Compétition Sportive,Entrepôt,2023-07-11,2023-07-14
11282,Compétition Sportive,Louvre,2023-07-02,2023-07-04
11283,Compétition Sportive,Ménilmontant,2023-09-25,2023-09-28
11284,Concert,Panthéon,2023-03-25,2023-03-29
11285,Concert,Palais-Bourbon,2023-01-22,2023-01-24
11286,Conférence,Palais-Bourbon,2023-08-26,2023-08-29
11287,Salon,Batignolles-Monceau,2023-06-25,2023-06-26
11288,Salon,Batignolles-Monceau,2023-10-28,2023-10-29
11289,Concert,Popincourt,2023-01-26,2023-01-30
11290,Conférence,Opéra,2023-04-19,2023-04-21
11291,Festival,Palais-Bourbon,2023-04-17,2023-04-19
11292,Compétition Sportive,Batignolles-Monceau,2023-10-11,2023-10-13
11293,Salon,Observatoire,2023-08-20,2023-08-22
11294,Compétition Sportive,Palais-Bourbon,2023-03-14,2023-03-17
11295,Salon,Gobelins,2023-07-16,2023-07-18
11296,Festival,Batignolles-Monceau,2023-01-02,2023-01-04
11297,Salon,Popincourt,2023-04-16,2023-04-17
11298,Festival,Ménilmontant,2023-01-28,2023-01-31
11299,Salon,Batignolles-Monceau,2023-11-29,2023-12-02
11300,Concert,Palais-Bourbon,2023-06-30,2023-07-03
11301,Compétition Sportive,Vaugirard,2023-05-22,2023-05-26
11302,Conférence,Observatoire,2023-04-17,2023-04-20
11303,Conférence,Élysée,2023-06-23,2023-06-24
11304,Salon,Entrepôt,2023-08-19,2023-08-20
11305,Conférence,Popincourt,2023-11-30,2023-12-04
11306,Compétition Sportive,Hôtel-de-Ville,2023-11-19,2023-11-20
11307,Concert,Temple,2023-07-17,2023-07-18
11308,Concert,Élysée,2023-02-04,2023-02-07
11309,Festival,Buttes-Chaumont,2023-10-03,2023-10-06
11310,Conférence,Popincourt,2023-04-23,2023-04-24
11311,Compétition Sportive,Palais-Bourbon,2023-02-25,2023-02-28
11312,Conférence,Entrepôt,2023-04-18,2023-04-19
11313,Compétition Sportive,Vaugirard,2023-01-03,2023-01-05
11314,Festival,Panthéon,2023-11-20,2023-11-22
11315,Conférence,Temple,2023-03-03,2023-03-04
11316,Concert,Panthéon,2023-12-27,2023-12-30
11317,Festival,Observatoire,2023-03-02,2023-03-04
11318,Conférence,Hôtel-de-Ville,2023-07-05,2023-07-07
11319,Concert,Temple,2023-01-29,2023-01-31
11320,Concert,Luxembourg,2023-12-06,2023-12-10
11321,Compétition Sportive,Passy,2023-09-08,2023-09-09
11322,Concert,Ménilmontant,2023-12-10,2023-12-12
11323,Salon,Opéra,2023-03-28,2023-03-31
11324,Conférence,Passy,2023-10-05,2023-10-06
11325,Conférence,Opéra,2023-10-24,2023-10-25
11326,Compétition Sportive,Popincourt,2023-07-31,2023-08-02
11327,Concert,Gobelins,2023-04-20,2023-04-22
11328,Compétition Sportive,Observatoire,2023-11-15,2023-11-16
11329,Salon,Panthéon,2023-05-05,2023-05-08
11330,Compétition Sportive,Passy,2023-06-27,2023-07-01
11331,Conférence,Ménilmontant,2023-12-27,2023-12-28
11332,Compétition Sportive,Bourse,2023-08-30,2023-08-31
11333,Conférence,Panthéon,2023-12-30,2023-12-31
11334,Festival,Reuilly,2023-04-11,2023-04-14
11335,Salon,Hôtel-de-Ville,2023-09-12,2023-09-16
11336,Salon,Panthéon,2023-10-12,2023-10-16
11337,Conférence,Opéra,2023-11-19,2023-11-20
11338,Festival,Opéra,2023-12-25,2023-12-27
11339,Concert,Luxembourg,2023-08-09,2023-08-11
11340,Compétition Sportive,Louvre,2023-12-02,2023-12-05
11341,Concert,Opéra,2023-05-30,2023-06-01
11342,Festival,Louvre,2023-12-07,2023-12-10
11343,Salon,Reuilly,2023-03-27,2023-03-29
11344,Concert,Reuilly,2023-05-17,2023-05-18
11345,Festival,Gobelins,2023-12-09,2023-12-12
11346,Salon,Buttes-Montmartre,2023-07-20,2023-07-22
11347,Concert,Ménilmontant,2023-10-19,2023-10-20
11348,Salon,Luxembourg,2023-08-27,2023-08-30
11349,Conférence,Vaugirard,2023-09-18,2023-09-21
11350,Salon,Luxembourg,2023-08-06,2023-08-08
11351,Salon,Observatoire,2023-01-04,2023-01-06
11352,Festival,Hôtel-de-Ville,2023-01-24,2023-01-25
11353,Festival,Temple,2023-12-29,2024-01-02
11354,Compétition Sportive,Palais-Bourbon,2023-09-27,2023-09-30
11355,Festival,Palais-Bourbon,2023-08-07,2023-08-08
11356,Conférence,Panthéon,2023-01-12,2023-01-13
11357,Conférence,Élysée,2023-03-23,2023-03-25
11358,Salon,Panthéon,2023-10-27,2023-10-29
11359,Festival,Reuilly,2023-05-17,2023-05-21
11360,Compétition Sportive,Panthéon,2023-03-07,2023-03-09
11361,Festival,Batignolles-Monceau,2023-06-15,2023-06-17
11362,Compétition Sportive,Palais-Bourbon,2023-04-06,2023-04-09
11363,Salon,Gobelins,2023-03-18,2023-03-19
11364,Conférence,Temple,2023-11-09,2023-11-12
11365,Festival,Vaugirard,2023-06-24,2023-06-25
11366,Festival,Élysée,2023-08-04,2023-08-07
11367,Conférence,Gobelins,2023-12-24,2023-12-25
11368,Conférence,Panthéon,2023-08-26,2023-08-29
11369,Concert,Élysée,2023-12-05,2023-12-07
11370,Concert,Opéra,2023-08-27,2023-08-29
11371,Concert,Popincourt,2023-05-26,2023-05-27
11372,Conférence,Batignolles-Monceau,2023-12-30,2023-12-31
11373,Concert,Buttes-Chaumont,2023-03-07,2023-03-08
11374,Festival,Temple,2023-07-04,2023-07-06
11375,Conférence,Luxembourg,2023-09-01,2023-09-05
11376,Festival,Observatoire,2023-03-05,2023-03-06
11377,Conférence,Buttes-Montmartre,2023-08-04,2023-08-05
11378,Salon,Popincourt,2023-06-04,2023-06-06
11379,Festival,Palais-Bourbon,2023-11-05,2023-11-08
11380,Conférence,Passy,2023-04-28,2023-04-29
11381,Compétition Sportive,Temple,2023-01-29,2023-01-30
11382,Conférence,Élysée,2023-03-13,2023-03-14
11383,Salon,Louvre,2023-09-02,2023-09-04
11384,Conférence,Passy,2023-08-11,2023-08-14
11385,Salon,Batignolles-Monceau,2023-08-14,2023-08-16
11386,Concert,Observatoire,2023-09-27,2023-10-01
11387,Festival,Entrepôt,2023-03-09,2023-03-13
11388,Salon,Reuilly,2023-02-12,2023-02-14
11389,Compétition Sportive,Louvre,2023-01-29,2023-02-01
11390,Festival,Temple,2023-02-26,2023-02-28
11391,Conférence,Élysée,2023-04-28,2023-04-29
11392,Conférence,Gobelins,2023-02-02,2023-02-03
11393,Salon,Opéra,2023-10-04,2023-10-06
11394,Compétition Sportive,Palais-Bourbon,2023-05-09,2023-05-12
11395,Salon,Reuilly,2023-01-02,2023-01-03
11396,Compétition Sportive,Batignolles-Monceau,2023-11-16,2023-11-19
11397,Salon,Buttes-Montmartre,2023-06-28,2023-07-02
11398,Concert,Gobelins,2023-05-06,2023-05-10
11399,Concert,Vaugirard,2023-08-23,2023-08-26
11400,Concert,Bourse,2023-03-15,2023-03-19
11401,Salon,Hôtel-de-Ville,2023-03-15,2023-03-16
11402,Festival,Vaugirard,2023-05-09,2023-05-10
11403,Conférence,Vaugirard,2023-08-28,2023-09-01
11404,Festival,Batignolles-Monceau,2023-06-06,2023-06-07
11405,Conférence,Louvre,2023-05-21,2023-05-22
11406,Compétition Sportive,Louvre,2023-08-20,2023-08-21
11407,Concert,Hôtel-de-Ville,2023-10-26,2023-10-30
11408,Concert,Hôtel-de-Ville,2023-02-10,2023-02-14
11409,Conférence,Hôtel-de-Ville,2023-08-04,2023-08-06
11410,Concert,Élysée,2023-12-11,2023-12-15
11411,Festival,Buttes-Montmartre,2023-07-05,2023-07-09
11412,Salon,Opéra,2023-11-29,2023-12-01
11413,Concert,Reuilly,2023-02-10,2023-02-12
11414,Concert,Palais-Bourbon,2023-09-19,2023-09-20
11415,Compétition Sportive,Opéra,2023-02-15,2023-02-18
11416,Salon,Buttes-Montmartre,2023-07-24,2023-07-26
11417,Conférence,Bourse,2023-10-12,2023-10-15
11418,Salon,Ménilmontant,2023-07-25,2023-07-29
11419,Salon,Temple,2023-07-05,2023-07-06
11420,Conférence,Hôtel-de-Ville,2023-12-09,2023-12-10
11421,Salon,Buttes-Chaumont,2023-05-11,2023-05-13
11422,Compétition Sportive,Batignolles-Monceau,2023-11-12,2023-11-15
11423,Festival,Passy,2023-04-08,2023-04-11
11424,Salon,Reuilly,2023-10-06,2023-10-09
11425,Festival,Opéra,2023-07-09,2023-07-12
11426,Compétition Sportive,Ménilmontant,2023-09-23,2023-09-26
11427,Compétition Sportive,Palais-Bourbon,2023-01-04,2023-01-05
11428,Salon,Reuilly,2023-02-08,2023-02-11
11429,Concert,Panthéon,2023-04-23,2023-04-26
11430,Salon,Opéra,2023-12-10,2023-12-13
11431,Festival,Batignolles-Monceau,2023-02-03,2023-02-05
11432,Compétition Sportive,Élysée,2023-08-04,2023-08-08
11433,Festival,Panthéon,2023-04-30,2023-05-01
11434,Festival,Bourse,2023-10-08,2023-10-12
11435,Conférence,Observatoire,2023-09-28,2023-09-30
11436,Compétition Sportive,Observatoire,2023-09-25,2023-09-29
11437,Compétition Sportive,Luxembourg,2023-05-09,2023-05-11
11438,Festival,Ménilmontant,2023-12-28,2023-12-30
11439,Compétition Sportive,Vaugirard,2023-11-11,2023-11-15
11440,Salon,Opéra,2023-05-22,2023-05-24
11441,Conférence,Palais-Bourbon,2023-04-15,2023-04-17
11442,Salon,Vaugirard,2023-10-14,2023-10-15
11443,Concert,Passy,2023-08-04,2023-08-08
11444,Concert,Vaugirard,2023-02-22,2023-02-25
11445,Festival,Opéra,2023-09-01,2023-09-03
11446,Concert,Opéra,2023-04-16,2023-04-17
11447,Salon,Popincourt,2023-06-20,2023-06-22
11448,Concert,Panthéon,2023-05-26,2023-05-30
11449,Festival,Gobelins,2023-03-08,2023-03-11
11450,Compétition Sportive,Panthéon,2023-11-11,2023-11-13
11451,Conférence,Panthéon,2023-11-28,2023-11-29
11452,Festival,Observatoire,2023-12-21,2023-12-25
11453,Festival,Buttes-Chaumont,2023-12-30,2024-01-03
11454,Festival,Palais-Bourbon,2023-09-03,2023-09-06
11455,Salon,Élysée,2023-10-06,2023-10-09
11456,Compétition Sportive,Popincourt,2023-03-27,2023-03-30
11457,Festival,Gobelins,2023-10-29,2023-11-02
11458,Compétition Sportive,Bourse,2023-06-26,2023-06-29
11459,Festival,Vaugirard,2023-05-31,2023-06-03
11460,Salon,Batignolles-Monceau,2023-10-12,2023-10-16
11461,Festival,Ménilmontant,2023-08-05,2023-08-07
11462,Concert,Vaugirard,2023-03-29,2023-03-30
11463,Salon,Popincourt,2023-02-28,2023-03-01
11464,Festival,Palais-Bourbon,2023-11-05,2023-11-06
11465,Festival,Louvre,2023-11-20,2023-11-22
11466,Festival,Hôtel-de-Ville,2023-12-23,2023-12-27
11467,Concert,Buttes-Montmartre,2023-07-10,2023-07-14
11468,Concert,Opéra,2023-01-29,2023-01-30
11469,Festival,Buttes-Montmartre,2023-01-03,2023-01-05
11470,Concert,Temple,2023-12-17,2023-12-20
11471,Festival,Ménilmontant,2023-03-30,2023-04-02
11472,Concert,Hôtel-de-Ville,2023-03-04,2023-03-07
11473,Compétition Sportive,Vaugirard,2023-10-06,2023-10-07
11474,Festival,Bourse,2023-09-04,2023-09-05
11475,Festival,Buttes-Montmartre,2023-03-27,2023-03-31
11476,Conférence,Buttes-Chaumont,2023-08-09,2023-08-10
11477,Conférence,Louvre,2023-03-18,2023-03-19
11478,Salon,Buttes-Montmartre,2023-05-11,2023-05-14
11479,Compétition Sportive,Panthéon,2023-04-20,2023-04-22
11480,Compétition Sportive,Vaugirard,2023-09-02,2023-09-06
11481,Salon,Reuilly,2023-02-05,2023-02-07
11482,Conférence,Popincourt,2023-04-30,2023-05-01
11483,Salon,Passy,2023-09-22,2023-09-25
11484,Conférence,Louvre,2023-11-08,2023-11-12
11485,Festival,Temple,2023-11-24,2023-11-27
11486,Salon,Popincourt,2023-02-02,2023-02-04
11487,Concert,Batignolles-Monceau,2023-10-18,2023-10-21
11488,Conférence,Hôtel-de-Ville,2023-01-31,2023-02-01
11489,Festival,Bourse,2023-04-29,2023-05-02
11490,Concert,Popincourt,2023-10-29,2023-10-31
11491,Concert,Louvre,2023-03-19,2023-03-21
11492,Compétition Sportive,Observatoire,2023-09-23,2023-09-24
11493,Conférence,Gobelins,2023-11-19,2023-11-20
11494,Festival,Palais-Bourbon,2023-06-11,2023-06-15
11495,Conférence,Temple,2023-02-20,2023-02-22
11496,Festival,Observatoire,2023-10-22,2023-10-23
11497,Conférence,Entrepôt,2023-08-06,2023-08-10
11498,Concert,Palais-Bourbon,2023-07-15,2023-07-19
11499,Compétition Sportive,Entrepôt,2023-11-19,2023-11-23
11500,Salon,Observatoire,2023-03-31,2023-04-04
11501,Conférence,Vaugirard,2023-05-10,2023-05-12
11502,Concert,Vaugirard,2023-01-12,2023-01-14
11503,Salon,Temple,2023-11-11,2023-11-12
11504,Salon,Hôtel-de-Ville,2023-02-01,2023-02-04
11505,Salon,Passy,2023-02-20,2023-02-22
11506,Concert,Palais-Bourbon,2023-12-24,2023-12-26
11507,Festival,Observatoire,2023-09-24,2023-09-28
11508,Salon,Entrepôt,2023-10-15,2023-10-17
11509,Compétition Sportive,Buttes-Montmartre,2023-02-23,2023-02-24
11510,Festival,Buttes-Montmartre,2023-01-06,2023-01-09
11511,Concert,Opéra,2023-10-09,2023-10-10
11512,Salon,Buttes-Montmartre,2023-01-08,2023-01-10
11513,Concert,Hôtel-de-Ville,2023-10-21,2023-10-25
11514,Concert,Élysée,2023-05-16,2023-05-17
11515,Salon,Temple,2023-01-17,2023-01-20
11516,Concert,Buttes-Montmartre,2023-12-25,2023-12-29
11517,Compétition Sportive,Buttes-Chaumont,2023-12-05,2023-12-09
11518,Compétition Sportive,Hôtel-de-Ville,2023-07-20,2023-07-21
11519,Conférence,Ménilmontant,2023-11-05,2023-11-06
11520,Salon,Buttes-Montmartre,2023-04-20,2023-04-24
11521,Salon,Ménilmontant,2023-12-19,2023-12-22
11522,Salon,Palais-Bourbon,2023-04-06,2023-04-08
11523,Conférence,Popincourt,2023-08-12,2023-08-14
11524,Compétition Sportive,Reuilly,2023-08-29,2023-08-30
11525,Compétition Sportive,Batignolles-Monceau,2023-11-14,2023-11-15
11526,Salon,Bourse,2023-11-05,2023-11-06
11527,Concert,Opéra,2023-12-15,2023-12-16
11528,Festival,Gobelins,2023-09-11,2023-09-14
11529,Festival,Buttes-Chaumont,2023-04-11,2023-04-13
11530,Salon,Vaugirard,2023-07-28,2023-08-01
11531,Salon,Bourse,2023-08-30,2023-09-01
11532,Compétition Sportive,Observatoire,2023-12-05,2023-12-06
11533,Compétition Sportive,Reuilly,2023-12-17,2023-12-21
11534,Concert,Louvre,2023-12-05,2023-12-08
11535,Compétition Sportive,Entrepôt,2023-05-31,2023-06-03
11536,Festival,Panthéon,2023-06-12,2023-06-13
11537,Festival,Buttes-Montmartre,2023-09-27,2023-09-28
11538,Compétition Sportive,Passy,2023-03-06,2023-03-08
11539,Festival,Passy,2023-02-18,2023-02-19
11540,Festival,Opéra,2023-06-13,2023-06-14
11541,Festival,Opéra,2023-05-09,2023-05-13
11542,Festival,Batignolles-Monceau,2023-12-06,2023-12-10
11543,Conférence,Hôtel-de-Ville,2023-01-22,2023-01-24
11544,Salon,Batignolles-Monceau,2023-01-03,2023-01-05
11545,Concert,Bourse,2023-08-23,2023-08-26
11546,Conférence,Élysée,2023-11-10,2023-11-14
11547,Concert,Vaugirard,2023-11-29,2023-12-03
11548,Conférence,Luxembourg,2023-09-25,2023-09-27
11549,Conférence,Passy,2023-09-15,2023-09-16
11550,Concert,Popincourt,2023-12-06,2023-12-09
11551,Salon,Opéra,2023-07-12,2023-07-13
11552,Compétition Sportive,Batignolles-Monceau,2023-11-12,2023-11-16
11553,Conférence,Passy,2023-02-10,2023-02-12
11554,Salon,Batignolles-Monceau,2023-08-04,2023-08-07
11555,Compétition Sportive,Temple,2023-09-01,2023-09-04
11556,Concert,Passy,2023-04-12,2023-04-16
11557,Conférence,Observatoire,2023-09-24,2023-09-27
11558,Compétition Sportive,Opéra,2023-06-29,2023-07-01
11559,Salon,Panthéon,2023-06-29,2023-07-03
11560,Compétition Sportive,Luxembourg,2023-12-29,2023-12-31
11561,Concert,Palais-Bourbon,2023-11-14,2023-11-16
11562,Compétition Sportive,Vaugirard,2023-07-10,2023-07-14
11563,Festival,Élysée,2023-09-28,2023-10-01
11564,Conférence,Vaugirard,2023-03-11,2023-03-15
11565,Salon,Hôtel-de-Ville,2023-02-09,2023-02-11
11566,Salon,Opéra,2023-01-09,2023-01-11
11567,Conférence,Ménilmontant,2023-04-24,2023-04-25
11568,Conférence,Entrepôt,2023-05-25,2023-05-27
11569,Festival,Batignolles-Monceau,2023-05-31,2023-06-02
11570,Festival,Opéra,2023-11-10,2023-11-12
11571,Salon,Ménilmontant,2023-08-11,2023-08-15
11572,Compétition Sportive,Opéra,2023-03-21,2023-03-23
11573,Conférence,Panthéon,2023-02-20,2023-02-24
11574,Festival,Bourse,2023-11-09,2023-11-13
11575,Festival,Luxembourg,2023-03-27,2023-03-28
11576,Festival,Hôtel-de-Ville,2023-05-24,2023-05-26
11577,Compétition Sportive,Buttes-Montmartre,2023-06-22,2023-06-24
11578,Salon,Gobelins,2023-07-08,2023-07-10
11579,Salon,Reuilly,2023-09-25,2023-09-27
11580,Festival,Temple,2023-07-20,2023-07-23
11581,Compétition Sportive,Entrepôt,2023-01-06,2023-01-08
11582,Compétition Sportive,Bourse,2023-04-12,2023-04-13
11583,Salon,Temple,2023-09-05,2023-09-09
11584,Conférence,Vaugirard,2023-07-21,2023-07-24
11585,Festival,Buttes-Montmartre,2023-08-20,2023-08-22
11586,Compétition Sportive,Élysée,2023-06-12,2023-06-13
11587,Conférence,Buttes-Montmartre,2023-02-16,2023-02-18
11588,Concert,Batignolles-Monceau,2023-03-26,2023-03-29
11589,Festival,Ménilmontant,2023-04-27,2023-04-30
11590,Concert,Entrepôt,2023-10-02,2023-10-03
11591,Salon,Bourse,2023-10-10,2023-10-14
11592,Salon,Hôtel-de-Ville,2023-05-19,2023-05-20
11593,Salon,Vaugirard,2023-11-22,2023-11-25
11594,Compétition Sportive,Panthéon,2023-07-06,2023-07-08
11595,Compétition Sportive,Batignolles-Monceau,2023-02-10,2023-02-13
11596,Conférence,Batignolles-Monceau,2023-06-20,2023-06-22
11597,Concert,Vaugirard,2023-01-28,2023-01-29
11598,Salon,Reuilly,2023-03-04,2023-03-07
11599,Salon,Panthéon,2023-11-19,2023-11-21
11600,Compétition Sportive,Passy,2023-10-07,2023-10-11
11601,Compétition Sportive,Élysée,2023-12-23,2023-12-27
11602,Compétition Sportive,Palais-Bourbon,2023-07-24,2023-07-28
11603,Festival,Batignolles-Monceau,2023-12-01,2023-12-03
11604,Concert,Louvre,2023-10-22,2023-10-25
11605,Concert,Batignolles-Monceau,2023-05-02,2023-05-05
11606,Festival,Bourse,2023-02-14,2023-02-16
11607,Salon,Buttes-Chaumont,2023-11-13,2023-11-15
11608,Conférence,Batignolles-Monceau,2023-06-20,2023-06-21
11609,Conférence,Gobelins,2023-07-14,2023-07-16
11610,Salon,Reuilly,2023-12-14,2023-12-17
11611,Conférence,Popincourt,2023-10-24,2023-10-27
11612,Compétition Sportive,Batignolles-Monceau,2023-02-16,2023-02-18
11613,Concert,Entrepôt,2023-05-02,2023-05-04
11614,Compétition Sportive,Reuilly,2023-05-31,2023-06-02
11615,Conférence,Vaugirard,2023-10-15,2023-10-16
11616,Conférence,Panthéon,2023-03-15,2023-03-18
11617,Concert,Louvre,2023-12-24,2023-12-27
11618,Compétition Sportive,Observatoire,2023-07-04,2023-07-08
11619,Concert,Entrepôt,2023-06-15,2023-06-17
11620,Conférence,Ménilmontant,2023-03-18,2023-03-19
11621,Concert,Vaugirard,2023-09-28,2023-10-02
11622,Concert,Reuilly,2023-01-13,2023-01-14
11623,Conférence,Élysée,2023-10-18,2023-10-20
11624,Concert,Palais-Bourbon,2023-05-10,2023-05-13
11625,Compétition Sportive,Temple,2023-03-02,2023-03-03
11626,Conférence,Palais-Bourbon,2023-11-17,2023-11-19
11627,Concert,Temple,2023-04-06,2023-04-10
11628,Salon,Buttes-Chaumont,2023-03-27,2023-03-30
11629,Compétition Sportive,Passy,2023-01-04,2023-01-07
11630,Compétition Sportive,Louvre,2023-04-20,2023-04-22
11631,Compétition Sportive,Buttes-Montmartre,2023-01-14,2023-01-17
11632,Festival,Vaugirard,2023-05-25,2023-05-26
11633,Conférence,Élysée,2023-05-22,2023-05-25
11634,Festival,Passy,2023-08-20,2023-08-21
11635,Concert,Ménilmontant,2023-02-10,2023-02-14
11636,Conférence,Vaugirard,2023-11-14,2023-11-15
11637,Compétition Sportive,Entrepôt,2023-11-04,2023-11-06
11638,Compétition Sportive,Vaugirard,2023-10-10,2023-10-12
11639,Compétition Sportive,Temple,2023-12-07,2023-12-10
11640,Compétition Sportive,Buttes-Montmartre,2023-02-09,2023-02-10
11641,Concert,Vaugirard,2023-02-04,2023-02-08
11642,Salon,Gobelins,2023-04-05,2023-04-06
11643,Conférence,Entrepôt,2023-07-06,2023-07-07
11644,Salon,Palais-Bourbon,2023-06-26,2023-06-27
11645,Conférence,Vaugirard,2023-07-10,2023-07-11
11646,Compétition Sportive,Louvre,2023-01-11,2023-01-14
11647,Festival,Palais-Bourbon,2023-09-08,2023-09-09
11648,Concert,Luxembourg,2023-09-07,2023-09-11
11649,Conférence,Observatoire,2023-03-21,2023-03-23
11650,Compétition Sportive,Palais-Bourbon,2023-12-20,2023-12-22
11651,Festival,Bourse,2023-10-24,2023-10-25
11652,Compétition Sportive,Opéra,2023-06-09,2023-06-12
11653,Concert,Louvre,2023-01-21,2023-01-23
11654,Festival,Vaugirard,2023-12-15,2023-12-18
11655,Conférence,Vaugirard,2023-11-27,2023-11-29
11656,Conférence,Popincourt,2023-11-09,2023-11-10
11657,Conférence,Observatoire,2023-09-05,2023-09-07
11658,Conférence,Entrepôt,2023-04-24,2023-04-28
11659,Festival,Observatoire,2023-09-08,2023-09-09
11660,Concert,Louvre,2023-11-29,2023-11-30
11661,Festival,Buttes-Montmartre,2023-12-29,2024-01-02
11662,Conférence,Buttes-Chaumont,2023-11-22,2023-11-23
11663,Concert,Bourse,2023-12-16,2023-12-18
11664,Salon,Luxembourg,2023-06-30,2023-07-04
11665,Salon,Observatoire,2023-02-17,2023-02-20
11666,Festival,Vaugirard,2023-02-27,2023-03-03
11667,Conférence,Opéra,2023-05-17,2023-05-19
11668,Salon,Entrepôt,2023-11-07,2023-11-10
11669,Salon,Vaugirard,2023-10-28,2023-10-29
11670,Compétition Sportive,Reuilly,2023-06-05,2023-06-08
11671,Compétition Sportive,Reuilly,2023-06-05,2023-06-09
11672,Concert,Ménilmontant,2023-06-23,2023-06-24
11673,Concert,Ménilmontant,2023-10-09,2023-10-13
11674,Conférence,Reuilly,2023-09-08,2023-09-12
11675,Salon,Louvre,2023-11-14,2023-11-18
11676,Festival,Luxembourg,2023-07-15,2023-07-19
11677,Festival,Élysée,2023-07-14,2023-07-16
11678,Compétition Sportive,Panthéon,2023-08-18,2023-08-21
11679,Concert,Ménilmontant,2023-02-13,2023-02-17
11680,Conférence,Batignolles-Monceau,2023-11-28,2023-12-01
11681,Compétition Sportive,Élysée,2023-08-05,2023-08-08
11682,Compétition Sportive,Palais-Bourbon,2023-10-04,2023-10-06
11683,Conférence,Entrepôt,2023-02-05,2023-02-09
11684,Conférence,Entrepôt,2023-03-11,2023-03-15
11685,Salon,Reuilly,2023-06-30,2023-07-03
11686,Conférence,Opéra,2023-09-12,2023-09-16
11687,Conférence,Gobelins,2023-05-28,2023-05-29
11688,Compétition Sportive,Buttes-Montmartre,2023-08-11,2023-08-13
11689,Compétition Sportive,Panthéon,2023-04-25,2023-04-26
11690,Festival,Popincourt,2023-05-07,2023-05-08
11691,Festival,Panthéon,2023-04-04,2023-04-06
11692,Festival,Élysée,2023-09-16,2023-09-20
11693,Conférence,Observatoire,2023-07-31,2023-08-04
11694,Salon,Bourse,2023-01-08,2023-01-09
11695,Compétition Sportive,Hôtel-de-Ville,2023-09-13,2023-09-17
11696,Concert,Bourse,2023-10-31,2023-11-04
11697,Salon,Passy,2023-04-28,2023-05-02
